timestamp,x,y,theta
1778096762.9525645,-0.008580688113978593,0.1002986543880487,-1.5273908304411996
1778096763.070724,-0.001391866762847964,0.111583467192743,-1.252639657666789
1778096763.2053344,0.00021882805368775076,0.12634042328801315,-0.986582505328077
1778096763.314076,-0.004548351275190358,0.14071201890043641,-0.7945054485571514
1778096763.429494,-0.011804939717041522,0.15304922048273714,-0.6489009436028024
1778096763.54342,-0.020497776647221064,0.165059571272277,-0.47814920908154157
1778096763.6497314,-0.023079779408857765,0.1675150083133648,-0.44546243367570515
1778096763.7480087,-0.03442479731748522,0.17671885460948902,-0.2998821738492099
1778096763.8537815,-0.043428233062064836,0.18356632703435133,-0.17628678162889777
1778096763.9703534,-0.04259720544851398,0.18339179994523777,-0.18336466325061673
1778096764.093515,-0.04279041944232316,0.18357111168428802,-0.17633090385982175
1778096764.2178578,-0.04293704060716576,0.1834216273607369,-0.17649478117132578
1778096764.334114,-0.042846484224364476,0.18344298696976158,-0.17632262778960106
1778096764.4433453,-0.04287731020607285,0.1833957794083258,-0.1760861409884953
1778096764.5500333,-0.042939075431180786,0.1833740524525258,-0.17643310201629525
1778096764.6569247,-0.04317336627414925,0.18340734098158606,-0.1768285441542714
1778096764.7619755,-0.04282769111449971,0.18320531218456398,-0.18344290937526608
1778096764.8744693,-0.04319065584997339,0.18328497697046842,-0.1771314080653803
1778096764.9771845,-0.04298862723592625,0.1833411787838574,-0.1765932635069385
1778096765.0831707,-0.04299955530415039,0.1832960940750163,-0.17623403223743983
1778096765.1895552,-0.04286499473206066,0.18319106483976735,-0.1837532201951344
1778096765.2942996,-0.043086399658333316,0.1831727676848406,-0.17631891237879582
1778096765.4087596,-0.042865215249029,0.18312576612025114,-0.16758216720806152
1778096765.541111,-0.04276792295732819,0.1833318156700055,-0.1756141690015518
1778096765.6568239,-0.042726998496803996,0.1834477374447891,-0.1758529970216678
1778096765.7707424,-0.0430052573698795,0.1834274664643583,-0.1816061144783978
1778096765.885857,-0.0429480062872793,0.1832241614120696,-0.17457125684830022
1778096766.0078943,-0.04308082589082554,0.18333894454403124,-0.18241906817190667
1778096766.1252189,-0.042953157134886684,0.18320464554404858,-0.18342478559743425
1778096766.232857,-0.04302881314210114,0.18310956661277739,-0.17608055498246022
1778096766.3407943,-0.04248970238477817,0.18337232247887447,-0.17445015774594008
1778096766.4558275,-0.0424228108758967,0.18330776570108617,-0.16664234761774255
1778096766.5692797,-0.04306326752268687,0.1831470406878171,-0.16654074847403333
1778096766.699919,-0.042672504772478796,0.18344475260754242,-0.17535270446376128
1778096766.812297,-0.04241199181257865,0.18327682326830125,-0.16662074109375524
1778096766.9125862,-0.04258678031011386,0.18344227650426925,-0.17471616672620716
1778096767.0177193,-0.04269097199323806,0.18345491537752248,-0.17507809809408448
1778096767.12827,-0.04261044196020271,0.18346657041115522,-0.17598398393717662
1778096767.2369614,-0.04251748169790353,0.18331139062653987,-0.17589924768381193
1778096767.3540754,-0.04272778942628161,0.18350033533274937,-0.1750378264930741
1778096767.4821033,-0.04261044196020271,0.18346657041115522,-0.17598398393717662
1778096767.5886524,-0.04281781376385464,0.18313493626154478,-0.18351437538937576
1778096767.7104468,-0.04299334149796837,0.18329302466111952,-0.16636993399299582
1778096767.824345,-0.04264189321307517,0.1833022055240141,-0.16821308328590412
1778096767.9293752,-0.04284101011095827,0.18369135911397375,-0.1680584068209514
1778096768.0449576,-0.0429411354345033,0.18334400139315726,-0.16885794399598364
1778096768.1495063,-0.04290625642310509,0.183514432806883,-0.16827482534438376
1778096768.247644,-0.043081837261973455,0.18317839266101144,-0.17640065783507142
1778096768.355038,-0.04290265568919738,0.18337387102805577,-0.16836823106353727
1778096768.461005,-0.04252591779343018,0.18336722981915635,-0.17548677565319215
1778096768.6232116,-0.04279868634796849,0.18350574423171193,-0.1685298532762114
1778096768.7493608,-0.04275566281752652,0.18321245568404632,-0.1838015853089101
1778096768.8539398,-0.04293048334228883,0.1833475696457762,-0.1776592344621517
1778096768.951146,-0.042759940689860956,0.1830248271714475,-0.18347931232494918
1778096769.0567522,-0.0429986368791024,0.18338961930080916,-0.17624374551466726
1778096769.1548991,-0.04281494050962809,0.18356360198293267,-0.17637143900479124
1778096769.2526894,-0.04261015934721821,0.18330960110929004,-0.1835408272929837
1778096769.3517504,-0.042630139340943354,0.18334908238856773,-0.1833942231038188
1778096769.4469578,-0.042667305423493326,0.1834665635159074,-0.18371722443326322
1778096769.5458503,-0.04255450728422469,0.18331359570142905,-0.18351138680857737
1778096769.6585886,-0.042648512821494226,0.1833768291880944,-0.1834014594904505
1778096769.790602,-0.0425877921676334,0.18326950552370389,-0.18344042187324172
1778096769.9057512,-0.04294989478287725,0.1834050544892579,-0.17645564475575837
1778096770.003045,-0.042631028474087944,0.1830893478072083,-0.1762978791847032
1778096770.0886257,-0.04278703435739628,0.1832903272940978,-0.17524714277798648
1778096770.1763074,-0.04278703435739628,0.1832903272940978,-0.17621187178272768
1778096770.2633057,-0.042745560424108014,0.18312020568917736,-0.17714091529620113
1778096770.3765256,-0.04275494800486389,0.18331110598415942,-0.16727484077488342
1778096770.4936428,-0.04281905434204025,0.18303407801998114,-0.17710761371805406
1778096770.6079817,-0.04296004360522092,0.1835069007196191,-0.17461852189095683
1778096770.7184258,-0.04276931763506097,0.18313961149563962,-0.16627797226319263
1778096770.8177881,-0.04288974518076682,0.18297225308979384,-0.17423999404418877
1778096770.93149,-0.042560164263993,0.18302910183496926,-0.18268414346472328
1778096771.027381,-0.042631013065201034,0.1831477611173142,-0.18288035816748538
1778096771.1149135,-0.04284574540099518,0.18338883909079684,-0.1758848529051198
1778096771.2018304,-0.04274881697623915,0.1830910727234214,-0.17482444877261605
1778096771.290175,-0.042751946357759536,0.18323276928427196,-0.17579085944417416
1778096771.3866427,-0.04242983141856529,0.18337901972350315,-0.17573527058694927
1778096771.4921265,-0.04283783337303096,0.18315796627465034,-0.1678981572875009
1778096771.604269,-0.04279547240068284,0.18257043274859983,-0.16583630284921647
1778096771.7092128,-0.042901843045224514,0.18350157940592154,-0.1678778815151638
1778096771.816147,-0.04290642864323321,0.18290940794558866,-0.16624477549462124
1778096771.9198816,-0.0426713757558882,0.18334691590044686,-0.17430778834908844
